Building ID,Compliance Status,Property Name,Street,Zipcode,Year Built,Address Source,Address Type,Master Property Type,Primary Property Type EPA Calculated,Assessor Sector,Government Type,Master Sq Ft,Reporting Year,Energy Star Score,Site Energy Use (kBtu),Site EUI (kBtu/Sq Ft),Weather Normalized Site Energy Use (kBtu),Weather Normalized Site EUI (kBtu/Sq Ft),Electricity Use Grid Purchase and Onsite (kWh),Electricity Use Grid Purchase (kWh),Electricity Use Onsite Renewable (kWh),Green Power - Onsite and Offsite (kWh),Natural Gas Use (kBtu),District Steam Use (kBtu),District Chilled Water Use (kBtu),Total GHG Emissions (Metric Tons CO2e),Energy Star Certification - Years Certified,Recent Energy Star Certification
3277,in compliance,bron aero tech,200 rio grande blvd,80223,1949,portfolio manager,building,Manufacturing/Industrial Plant,manufacturing/industrial plant,Industrial,,29893,2024,0,2203388.2,73.7,2249046.6,75.2,171754.4,171754.4,0,0,1617362.1,0,0,176.8,0,0
3280,in compliance,galleria lighting,100 rio grande blvd,80223,1950,portfolio manager,building,Distribution Center,distribution center,Commercial,,30400,2024,70,900615.9,29.7,915882,30.2,104655.9,104655.9,0,0,543530,0,0,84.2,0,0
3281,in compliance,ess metron - 1505 w 3rd ave,1505 w 3rd ave,80223,1980,assessor data,building,Manufacturing/Industrial Plant,manufacturing/industrial plant,Commercial,,75274,2024,0,3085754.9,41,3086328.9,41,827121.7,827121.6,0,0,263615.6,0,0,451.5,0,0
3283,in compliance,rio grande - 500 osage,500 osage street,80204,1967,portfolio manager,building,Manufacturing/Industrial Plant,manufacturing/industrial plant,Commercial,,42500,2024,0,3100455,73,3097782.2,72.9,204323.4,204323.4,0,0,2403303.6,0,0,235.7,0,0
3286,in compliance,rampart supply,285 rio grande blvd.,80223,1940,portfolio manager,building,Non-Refrigerated Warehouse,non-refrigerated warehouse,Commercial,,51633,2024,0,1957226,37.9,1994623.8,38.6,217951.1,217951,0,0,1213577,0,0,179.7,0,0
3290,in compliance,275 mariposa street,275 mariposa street,80223,1947,portfolio manager,building,Manufacturing/Industrial Plant,manufacturing/industrial plant,Commercial,,48796,2024,0,3771319.9,77.3,3812205.4,78.1,614291.8,614291.7,0,0,1675356.3,0,0,413.9,0,0
3291,in compliance,dunkeld co llc,525-543 santa fe drive,80204,1950,portfolio manager,building,Office,office,Commercial,,29292,2024,86,1409358.4,48.1,1411792.6,48.2,201083.1,201083,0,0,723263,0,0,144.8,0,0
3292,in compliance,kalamath land llc,471 kalamath st,80204,1959,portfolio manager,building,Non-Refrigerated Warehouse,non-refrigerated warehouse,Industrial,,37247,2024,59,2267416.3,60.9,2248365.2,60.4,60102.4,60102.4,0,0,2062347,0,0,141.3,0,0
3294,in compliance,rickenbaugh collision repair center,444 kalamath,80403,1980,portfolio manager,building,"Repair Services (Vehicle, Shoe, Locksmith, etc.)","repair services (vehicle, shoe, locksmith, etc.)",Commercial,,40384,2024,0,5718396.6,141.6,5706091,141.3,175578.6,175578.6,0,0,5119322.4,0,0,364.8,0,0
3295,in compliance,xe #3295,1123 w. 3rd ave,80223,1998,portfolio manager,building,Other - Utility,other - utility,Commercial,,121141,2024,0,56695838.5,468,58329239.5,481.5,6248.2,6248.2,0,0,56674519.5,0,0,3013.6,0,0
3296,in compliance,xe#3296,243 lipan st,80223,1929,portfolio manager,building,Manufacturing/Industrial Plant,"repair services (vehicle, shoe, locksmith, etc.)",Commercial,,38459,2024,0,25202620.1,655.3,25946724.4,674.7,31564.9,31564.9,0,0,25094920.6,0,0,1349.6,0,0
3297,in compliance,bolt factory lofts,209 kalamath street,80223,2015,portfolio manager,building,Office,office,Commercial Condominium,,31876,2024,0,1476208.9,46.3,1492872.8,46.8,188835,188834.9,0,0,831904,0,0,144.1,0,0
3301,in compliance,international design center,590 quivas st,80204,2019,portfolio manager,building,Retail Store,retail store,Commercial,,97429,2024,88,3038726.6,31.2,3040647.7,31.2,536555.3,536555.2,0,0,1208000,0,0,348,0,0
3302,in compliance,500 quivas 5326660320,500 quivas street,80204,1963,portfolio manager,building,Refrigerated Warehouse,refrigerated warehouse,Commercial,,96633,2024,55,5512621.4,57,5510492.7,57,1047419,1047418.9,0,0,1938827.8,0,0,657,0,0
3304,in compliance,rexel denver,425 quivas st,80204,1958,portfolio manager,building,Non-Refrigerated Warehouse,non-refrigerated warehouse,Commercial,,65726,2024,65,3657586.6,55.6,3664509.4,55.7,245043,245043,0,0,2821499.8,0,0,279.5,0,0
3305,in compliance,proctor productions,501 raritan way,80204,1958,portfolio manager,building,Manufacturing/Industrial Plant,manufacturing/industrial plant,Commercial,,106000,2024,0,5304232.4,50,5297536.9,50,186469,186469,0,0,4668000.2,0,0,346.6,0,0
3307,in compliance,kenny electric,595 quivas st,80204,1959,portfolio manager,building,Office,office,Commercial,,43827,2024,77,2165447.5,49.4,2163665.7,49.4,248511.5,248511.4,0,0,1317526.4,0,0,201.4,0,0
3308,in compliance,b080 denver,1780 w. 6th ave,80204,1955,portfolio manager,building,Distribution Center,other - mall,Commercial,,135630,2024,0,4857742.2,35.8,4858667.2,35.8,247883.9,247883.9,0,0,4011962.1,0,0,344.2,0,0
3309,pending revisions,midgard denver (co504),741 osage ave,80204,2005,espm,building,Self-Storage Facility,self-storage facility,Commercial,,329450,2024,0,1132564.3,6.3,1132564.3,6.3,300690,300690,0,0,106610,0,0,160,0,0
3310,in compliance,"701 osage units 100, 110, and 130",701 osage st,80204,1960,assessor data,building,Distribution Center,distribution center,Commercial,,232870,2024,0,8223346.1,35.3,8214214.8,35.3,673964.5,673964.5,0,0,5923779.1,0,0,671.1,0,0
3311,in compliance,pepperdines,790 umatilla street,80204,1973,portfolio manager,building,Manufacturing/Industrial Plant,manufacturing/industrial plant,Commercial,,31856,2024,0,1294854.9,40.6,1297306.6,40.7,123504.4,123504.3,0,0,873458,0,0,111.7,0,0
3312,in compliance,conserve-a-watt lighting,720 vallejo street,80204,1969,portfolio manager,building,Distribution Center,distribution center,Industrial,,26038,2024,85,684106.7,26.3,684774.4,26.3,47634.4,47634.4,0,0,521578,0,0,52.9,0,0
3313,in compliance,ufp technologies,2040 w 7th ave.,80204,1961,portfolio manager,building,Manufacturing/Industrial Plant,manufacturing/industrial plant,Commercial,,28364,2024,0,940086.9,33.1,940956.7,33.2,122241.2,122241.2,0,0,523000,0,0,90.5,0,0
3314,in compliance,w 2nd cdia,2300 w 2nd avenue,80223,1969,portfolio manager,building,Non-Refrigerated Warehouse,non-refrigerated warehouse,Commercial,,70240,2024,70,1764319.5,25.1,1791781.3,25.5,171384.4,171384.4,0,0,1179556,0,0,153.3,0,0
3315,in compliance,brandon riedel,1661 w 3rd ave,80223,1967,portfolio manager,building,Distribution Center,distribution center,Commercial,,44887,2024,89,1143134.3,25.5,1165712.6,26,97226.6,97226.6,0,0,811397,0,0,94.5,0,0
3316,in compliance,wastewater mgmt bldg,2000 w 3rd ave,80223,1980,portfolio manager,building,Office,office,Municipal,city - general services,139525,2024,68,11048321.4,79.2,11217691.8,80.4,1331696.6,1218732.8,112963.6,0,6504572.8,0,0,1049.9,0,0
3317,in compliance,ziegenfelder-denver,400 yuma street,80204,1964,portfolio manager,building,Manufacturing/Industrial Plant,manufacturing/industrial plant,Commercial,,72300,2024,0,41033224.7,567.5,40999601.2,567.1,7792780,7792779.5,0,0,14444258,0,0,4889.4,0,0
3318,in compliance,yuma street,2320 w. 4th avenue,80204,1994,portfolio manager,building,Other - Education,other - education,Commercial,municipal dps,63397,2024,0,4944543.8,78,4928316.7,77.7,874474.4,874474.3,0,0,1960837.2,0,0,566.7,0,0
3320,not submitted,230 yuma street,230 yuma street,80122,1985,portfolio manager,building,Distribution Center,distribution center,Commercial,,31272,2024,,,,,,,,,,,,,,,
3321,not submitted,620dc851 -- denver-ks dry grocery i,55 tejon,80217,1971,portfolio manager,building,Non-Refrigerated Warehouse,non-refrigerated warehouse,Commercial,,251591,2024,,,,,,,,,,,,,,,
3322,in compliance,king soopers bakery,60 yuma,80223,1971,portfolio manager,building,Manufacturing/Industrial Plant,manufacturing/industrial plant,Commercial,,151640,2024,0,75238957.8,496.2,75238957.8,496.2,11569450,11569446.7,0,0,35764000.9,0,0,8019.5,0,0
3323,in compliance,tubelitedenco,55 s yuma st,80223,1953,portfolio manager,building,Distribution Center,distribution center,Commercial,,32000,2024,63,1795377.9,56.1,1839315.9,57.5,129029.9,129029.8,0,0,1355128,0,0,140.2,0,0
3324,in compliance,"branch 216 (denver, co benchmarking id # 3324)",95 s. tejon street,80223,1980,portfolio manager,building,Retail Store,retail store,Commercial,,45363,2024,33,2392608.1,52.7,2437898.1,53.7,263367,263366.9,0,0,1493999.9,0,0,218.7,0,0
3326,in compliance,florence crittenton services,96 s. zuni st.,80223,1982,portfolio manager,building,Pre-school/Daycare,pre-school/daycare,Institutional,,26975,2024,0,2094841.8,77.7,2137946.8,79.3,215424.6,215424.6,0,0,1359812.9,0,0,186.2,0,0
3327,in compliance,eon office,1805 w. irvington pl.,80223,1979,portfolio manager,building,Distribution Center,distribution center,Commercial,,60777,2024,51,3398218.9,55.9,3456341.1,56.9,277584.4,277584.3,0,0,2451101,0,0,277,0,0
3329,in compliance,bayaud,1401-1441 w bayaud ave,80223,1983,portfolio manager,building,Non-Refrigerated Warehouse,non-refrigerated warehouse,Commercial,,79129,2024,37,3760849.8,47.5,3837442.1,48.5,323125.1,323125,0,0,2658347,0,0,312.1,0,0
3330,in compliance,"superior family investments i, llc",140 s. pecos street,80223,1996,portfolio manager,building,Non-Refrigerated Warehouse,non-refrigerated warehouse,Commercial,,25496,2024,38,1600296.5,62.1,1636266.3,63.5,91850.3,91850.3,0,0,1286903.2,0,0,116.9,0,0
3334,in compliance,habitat for humanity denver restore,70 rio grande blvd,80223,1952,portfolio manager,building,Retail Store,retail store,Commercial,,30082,2024,91,1238787.7,41.2,1267768.5,42.1,79647.6,79647.6,0,0,967030,0,0,92.2,0,0
3336,in compliance,rw supply and design,90 rio grande blvd,80223,1920,portfolio manager,building,Distribution Center,distribution center,Commercial,,30647,2024,83,742271.8,24.2,758314.4,24.7,64370.2,64370.2,0,0,522640.7,0,0,61.8,0,0
3338,in compliance,bron tapes,875 w ellsworth ave,80223,2002,portfolio manager,building,Manufacturing/Industrial Plant,manufacturing/industrial plant,Commercial,,34593,2024,0,2752572.1,79.6,2800012.8,80.9,264422.7,264422.6,0,0,1850361.9,0,0,238.2,0,0
3339,in compliance,santa fe,70 n santa fe drive,80223,1972,portfolio manager,building,Non-Refrigerated Warehouse,non-refrigerated warehouse,Commercial,,33831,2024,54,2070643.2,61.2,2125765.7,62.8,75698.3,75698.3,0,0,1812360.7,0,0,136.3,0,0
3343,in compliance,60-90 s. santa fe,80 s santa fe dr,80223-1614,1960,assessor data,building,Manufacturing/Industrial Plant,manufacturing/industrial plant,Commercial,,42621,2024,0,1916140.8,45,1947507.1,45.7,214928,214928,0,0,1182806.4,0,0,176.5,0,0
3345,in compliance,proximo distillers - 200 s. kalamath st,200 south kalamath street,80126,1963,portfolio manager,building,Manufacturing/Industrial Plant,manufacturing/industrial plant,Commercial,,70000,2024,0,3769925.5,53.9,3758316.4,53.7,757459.4,757459.3,0,0,1185474.2,0,0,463.6,0,0
3346,in compliance,dahl plumbing,280 s santa fe drive,80223,1966,portfolio manager,building,Distribution Center,distribution center,Commercial,,25989,2024,51,698670.4,26.9,708304.7,27.3,97478.7,97478.7,0,0,366073,0,0,71,0,0
3347,in compliance,lincoln terrace condos (li005),25 e 5th ave,80203,2008,portfolio manager,building,Multifamily Housing,multifamily housing,Mixed-use Condominium,,98728,2024,0,4448300.9,45.1,4446473.3,45,802864.5,802864.4,0,0,1708927.1,0,0,515.5,0,0
3348,in compliance,tribune media company,100 e. speer blvd,80203,2001,portfolio manager,building,Other - Technology/Science,other - technology/science,Commercial,,128000,2024,0,21755325.5,170,21718088.6,169.7,5255986,5255985.2,0,0,3821901.9,0,0,2983.3,0,0
3350,in compliance,b11324 - denver,444 sherman street,80203,1960,portfolio manager,building,Office,office,Commercial,,57600,2024,98,1475875,25.6,1480790.9,25.7,198914.1,198914.1,0,0,797180,0,0,147.6,0,0
3351,in compliance,455 sherman,455 sherman street,80203,1982,portfolio manager,building,Office,office,Commercial,,129431,2024,85,9813290.8,75.8,9745175.9,75.3,1207881,1207881.3,0,0,5692000,0,0,922.3,0,0
3352,pending revisions,building id 3352,475 lincoln st,80203-3484,1927,costar,building,Office,office,Commercial,,40000,2024,75,1903204.9,68.2,1893649.5,67.8,271918.8,271918.7,0,0,975418.1,0,0,195.6,0,0
3353,in compliance,grant park hoa,336 grant street,80203,1969,portfolio manager,building,Multifamily Housing,multifamily housing,Multi-family Condominium,,31633,2024,85,2449789.9,77.4,2452043.1,77.5,149704,149703.9,0,0,1939000,0,0,182.2,0,0
3354,in compliance,kusatv,500 speer blvd.,80203,1992,portfolio manager,building,Office,office,Commercial,,78266,2024,46,13530286.1,172.9,13453592.6,171.9,2297696,2297695.4,0,0,5690548.4,0,0,1517.7,0,0
3355,in compliance,the view at wash park,255 washington st.,80209,2013,portfolio manager,building,Multifamily Housing,multifamily housing,Multi-Family,,98041,2024,86,5128663,52.3,5135758.6,52.4,826615.5,826615.5,0,0,2308251.1,0,0,546.9,2022,2022
3357,in compliance,pennsylvania park condominiums,252 pennsylvania street,80203,1971,portfolio manager,building,Multifamily Housing,multifamily housing,Multi-family Condominium,,44057,2024,93,2427007.3,55.1,2423770.6,55,155512.4,155512.3,0,0,1896399.1,0,0,183,0,0
3358,in compliance,four hundred third,400 east 3rd avenue,80203,1999,portfolio manager,building,Multifamily Housing,multifamily housing,Multi-family Condominium,,176184,2024,91,6405712.8,36.4,6411666.5,36.4,967676.7,967676.5,0,0,3104000,0,0,676.7,0,0
3360,in compliance,vista at washington park,101 grant st.,80203,1961,portfolio manager,building,Multifamily Housing,multifamily housing,Multi-Family,,56969,2024,54,5039838.5,88.5,4989202.5,87.6,360731.4,360731.3,0,0,3809023,0,0,393.1,0,0
3361,in compliance,ambassador east condominiums,130 pearl street,80203,1969,portfolio manager,building,Multifamily Housing,multifamily housing,Multi-family Condominium,,161500,2024,81,11769947.3,72.9,11669925.9,72.3,833513.2,833513.1,0,0,8926000.1,0,0,915,0,0
3363,in compliance,50830-brookdale parkplace,111 emerson street,80218,2000,portfolio manager,building,Multifamily Housing,multifamily housing,Multi-Family,,240607,2024,16,22633866.4,94.1,22576297.9,93.8,2516051,2516050.9,0,0,14049099.8,0,0,2077.1,0,0
3364,in compliance,studio 70,70 w 6th avenue,80204,1964,portfolio manager,building,Multifamily Housing,multifamily housing,Multi-family Condominium,,41660,2024,98,1149982.9,39.4,1154964.5,39.6,118959.8,118959.7,0,0,744092.2,0,0,102.4,0,0
3365,in compliance,sierra hills investment dba all american mini storage,545 broadway,80203,1960,portfolio manager,building,Self-Storage Facility,self-storage facility,Commercial,,39472,2024,0,289725.9,7.3,289725.9,7.3,84913.8,84913.8,0,0,0,0,0,44.9,0,0
3367,in compliance,dcis,574 w. 6th ave.,80204,1957,portfolio manager,building,K-12 School,k-12 school,Institutional,municipal dps,148422,2024,91,5488331,36.6,5453047.3,36.4,429170.9,368920.8,60250,60250,4023999.9,0,0,408.9,0,0
3368,in compliance,fentress architects,421 broadway,80203,1968,portfolio manager,building,Office,office,Commercial,,40296,2024,41,3842175.2,95.3,3835236.6,95.2,571821.6,571821.5,0,0,1891120,0,0,402.9,0,0
3369,in compliance,meininger co,499 broadway,80203,1989,portfolio manager,building,Retail Store,retail store,Commercial,,28915,2024,81,1187355.2,41.1,1186936,41,223578.9,223578.9,0,0,424504,0,0,137.3,0,0
3370,in compliance,watermark luxury residences,410 acoma st,80204,2006,portfolio manager,building,Multifamily Housing,multifamily housing,Multi-family Condominium,,166241,2024,80,9405982.8,56.6,9426791,56.7,1334110,1334109.6,0,0,4854000.2,0,0,963.5,0,0
3371,in compliance,baker tower,330 acoma street,80223,1964,portfolio manager,building,Multifamily Housing,multifamily housing,Multi-Family,,79950,2024,67,6522755.2,81.6,6593136.3,82.5,576716.1,576716,0,0,4554999.9,0,0,547,0,0
3372,in compliance,green leaf jayne (gr743),360 acoma st,80223,2023,assessor data,building,Multifamily Housing,multifamily housing,Commercial,,142975,2024,87,6267014.6,43.8,6303626.1,44.1,1231919,1231918.8,0,0,2063707,0,0,761.3,0,0
3373,in compliance,dcis at fairmont,520 west 3rd avenue,80223,1924,portfolio manager,building,K-12 School,k-12 school,Institutional,municipal dps,67467,2024,41,5526192.2,81.9,5640141.8,83.6,420630.9,420367.9,263,263,4090999.6,0,0,439.7,0,0
3375,in compliance,277 broadway,277 broadway st,80203,2000,portfolio manager,building,Multifamily Housing,multifamily housing,Multi-family Condominium,,75319,2024,89,2766487.5,37.8,2760640.4,37.8,381444.2,381444.1,0,0,1465000,0,0,279.6,0,0
3377,in compliance,twisted wire,545 w ceder,80223,1953,portfolio manager,building,Manufacturing/Industrial Plant,manufacturing/industrial plant,Commercial,,29375,2024,0,2491715.5,84.8,2563247,87.3,76907.1,76907.1,0,0,2229308.5,0,0,159.1,0,0
3383,in compliance,next level tactical,600 w bayaud ave,80223,1947,espm,building,Manufacturing/Industrial Plant,distribution center,Commercial,,76793,2024,59,5265534.5,68.6,5370659.1,69.9,154531.7,154531.7,0,0,4738272.3,0,0,333.4,0,0
3385,in compliance,feizy goodwill,21 s. broadway,80209,1949,portfolio manager,building,Retail Store,retail store,Commercial,,33138,2024,98,1093310.7,33,1112066.7,33.6,122263.9,122263.9,0,0,676146.3,0,0,100.6,0,0
3386,in compliance,neon local,99 south broadway,80209,2020,espm,building,Multifamily Housing,multifamily housing,Commercial,,311928,2024,83,11136118.4,35.7,11148086.7,35.7,1766653,1766653,0,0,5108297.6,0,0,1205.8,0,0
3387,in compliance,welded wire/national warehouse,510 w bayaud ave,80223,1969,portfolio manager,building,Manufacturing/Industrial Plant,manufacturing/industrial plant,Commercial,,50938,2024,0,3379000.3,66.3,3434848.6,67.4,424397.7,424397.6,0,0,1930955.5,0,0,327.1,0,0
3388,in compliance,atlantis i (at005),201 s cherokee st,80223,2020,assessor data,building,Multifamily Housing,multifamily housing,Commercial,,39320,2024,11,3151139,80.1,3163401.4,80.5,655991.2,655991.1,0,0,912897,0,0,395.5,0,0
3389,in compliance,mason at alameda station (ma360),275 south cherokee street,80223,2014,portfolio manager,building,Multifamily Housing,multifamily housing,Multi-Family,,428106,2024,77,17540970.1,41,17550756.6,41,2617687,2617686.4,0,0,8609422.8,0,0,1842,0,0
3391,in compliance,the lofts at byers school,108 w byers place,80223,1902,portfolio manager,building,Multifamily Housing,multifamily housing,Multi-family Condominium,,28134,2024,99,1044281.3,37.1,1061034.8,37.7,68794,68794,0,0,809556,0,0,79.4,0,0
3392,in compliance,strawbridge condominiums - reporting,65 n clarkson street,80218,1971,portfolio manager,building,Multifamily Housing,multifamily housing,Multi-family Condominium,,54650,2024,100,901429.6,16.5,910126.5,16.7,136709.7,136709.7,0,0,434976,0,0,95.4,0,0
3393,in compliance,6 lincoln,6 lincoln,80203,1964,portfolio manager,building,Multifamily Housing,multifamily housing,Multi-Family,,33601,2024,95,1870066.3,55.7,1871317.2,55.7,149207.2,149207.1,0,0,1360971.5,0,0,151.2,0,0
3395,in compliance,south broadway christian church,23 lincoln street,80203,1890,portfolio manager,building,Worship Facility,worship facility,Institutional,,35517,2024,42,1880815.8,53,1925201,54.2,51269,51269,0,0,1705885.9,0,0,117.7,0,0
3396,in compliance,co - westgate tower apartments: westgate tower apts,55 south lincoln street,80209,2016,portfolio manager,building,Multifamily Housing,multifamily housing,Multi-Family,,26593,2024,58,2462520,92.6,2493042.4,93.7,235293.1,235293.1,0,0,1659700,0,0,212.6,0,0
3397,in compliance,casa cordova apartments,15 s. clarkson st.,80209-2146,1970,portfolio manager,building,Multifamily Housing,multifamily housing,Multi-Family,,45772,2024,79,4397706.8,96.1,4474031.1,97.7,224189,224188.9,0,0,3632774.1,0,0,311.5,0,0
3398,in compliance,st francis de sales,235 s sherman st.,80209,1923,portfolio manager,building,K-12 School,k-12 school,Institutional,,45811,2024,95,2055151.9,44.9,2111114.3,46.1,16750.2,16750.2,0,0,1998000.2,0,0,115,0,0
3399,in compliance,"grant avenue community center and sacred place, inc.",216 south grant street,80209,1908,portfolio manager,building,Performance Arts,performing arts,Institutional,,25149,2024,0,1230960.3,48.9,1267668.7,50.4,35773.8,35773.8,0,0,1108900,0,0,77.8,0,0
3400,in compliance,101 university blvd,101 university blvd.,80206,1970,portfolio manager,building,Office,office,Commercial,,64110,2024,65,3520238.3,54.9,3515737.1,54.8,894734,894733.9,0,0,467406,0,0,498.1,0,0
3401,in compliance,the plaza at cherry creek,201 university boulevard,80206,1989,portfolio manager,building,Mixed Use Property,mixed use property,Commercial,,47757,2024,0,5886632.7,123.3,5868207.2,122.9,951608.3,951608.2,0,0,2639745.1,0,0,643.6,0,0
3402,in compliance,"01614as- denver, co",560 corona st,80209,2000,portfolio manager,building,Supermarket/Grocery Store,supermarket/grocery store,Commercial,,51609,2024,70,8900963,172.5,8950172.4,173.4,1672322,1672321.9,0,0,3195000,0,0,1054.3,0,0
3403,in compliance,515 clarkson,515 clarkson street,80218,1971,portfolio manager,building,Multifamily Housing,multifamily housing,Multi-Family,,93595,2024,95,5997530.2,64.1,5996395.5,64.1,445935.1,445935.1,0,0,4475999.8,0,0,466.6,"2021, 2018",2021
3404,in compliance,551 pearl street condominiums,551 pearl street,80203,1968,portfolio manager,building,Multifamily Housing,multifamily housing,Multi-family Condominium,,55196,2024,95,3826559.1,69.3,3822444.6,69.3,287074.1,287074.1,0,0,2847062.1,0,0,303.1,0,0
3405,in compliance,liongate apartments,90 corona st,80218,1969,espm,building,Multifamily Housing,multifamily housing,Multi-Family,,121965,2024,67,10294998.8,84.4,10190379.5,83.6,640679.7,640679.6,0,0,8108999.8,0,0,769.6,0,0
3406,in compliance,la fonda apartments,99 corona st.,80218-3887,1968,portfolio manager,building,Multifamily Housing,multifamily housing,Multi-Family,,44375,2024,96,2777325.1,62.6,2763657.7,62.3,220465.5,220465.4,0,0,2025096.9,0,0,224.2,0,0
3407,in compliance,"10 emerson residential, llc",10 n emerson st.,80209,1968,portfolio manager,building,Multifamily Housing,multifamily housing,Multi-Family,,61608,2024,58,4324780.8,70.2,4365034.8,70.9,426078.8,426078.8,0,0,2870999.8,0,0,371.2,0,0
3408,in compliance,ogden gardens condominiums,45 ogden st,80128,2000,portfolio manager,building,Multifamily Housing,multifamily housing,Multi-family Condominium,,46980,2024,99,1725466.6,36.7,1740906.6,37.1,182982,182982,0,0,1101132,0,0,155.3,0,0
3409,in compliance,el greco apartments,95 emerson street,80218,1968,portfolio manager,building,Multifamily Housing,multifamily housing,Multi-Family,,39972,2024,86,3368174.4,84.3,3337452.5,83.5,191172.5,191172.5,0,0,2715893.9,0,0,242.4,0,0
3410,in compliance,paragon apartments,98 s emerson st,80209,1962,portfolio manager,building,Multifamily Housing,multifamily housing,Multi-Family,,33095,2024,92,1732015.5,52.3,1760305.5,53.2,116084.9,116084.8,0,0,1335934,0,0,132.4,0,0
3411,in compliance,77 ogden,77 s ogden st,80209,1966,espm,building,Multifamily Housing,multifamily housing,Multi-Family,,50485,2024,88,3102154.1,61.4,3138546.2,62.2,299576.2,299576.2,0,0,2080000,0,0,268.9,2021,2021
3412,in compliance,the norman,99 s downing st,80209,1924,portfolio manager,building,Multifamily Housing,multifamily housing,Multi-family Condominium,,78034,2024,47,7973863.2,102.2,8143056.3,104.4,198377.2,198377.1,0,0,7297000.3,0,0,492.5,0,0
3413,in compliance,country club gardens 3,1140 e ellsworth ave,80209,1941,portfolio manager,building,Multifamily Housing,multifamily housing,Multi-Family,,33000,2024,35,3234697.2,98,3296733.1,99.9,157980,157979.9,0,0,2695669.6,0,0,226.7,0,0
3414,in compliance,country club gardens 4,1010 e ellsworth ave,80209,1941,portfolio manager,building,Multifamily Housing,multifamily housing,Multi-Family,,33000,2024,37,3210168.8,97.3,3271757.9,99.1,150791.1,150791.1,0,0,2695669.6,0,0,222.9,0,0
3415,in compliance,country club gardens 5,1020 e ellsworth ave,80209,1941,portfolio manager,building,Multifamily Housing,multifamily housing,Multi-Family,,33000,2024,36,3060716.5,92.7,3122752.3,94.6,106989.1,106989.1,0,0,2695669.6,0,0,199.8,0,0
3416,in compliance,country club tower i (ogden),1001 e bayaud ave,80209,1986,portfolio manager,building,Multifamily Housing,multifamily housing,Multi-Family,,165366,2024,81,10766664.7,65.1,10759636.2,65.1,1406115,1406114.9,0,0,5969000,0,0,1060.8,0,0
3417,in compliance,country club towers 2&3,1101 east bayaud avenue,80209,2017,portfolio manager,building,Multifamily Housing,multifamily housing,Multi-Family,,1029986,2024,91,40336996.8,39.2,40592062.9,39.4,5233659,5233658.3,0,0,22479752.6,0,0,3962.5,0,0
3420,in compliance,denver country club,1700 east first aveune,80218,1905,portfolio manager,building,CONVENTION CENTER,convention center,Commercial,,85000,2024,0,7287016.7,85.7,7283874.3,85.7,1926127,1926126.5,0,0,715073,0,0,1026.6,0,0
3421,in compliance,grayson place at 3rd avenue,301 harrison street,80206,2008,portfolio manager,building,Multifamily Housing,multifamily housing,Multi-family Condominium,,25200,2024,0,841028.8,33.4,839987.6,33.3,73576.4,73576.5,0,0,589985.9,0,0,69.1,0,0
3425,in compliance,250 steele,250 n steele street,80206,1970,corrected,building,Office,strip mall,Commercial,,33152,2024,0,3075281.4,92.8,3075903.4,92.8,630930.4,630930.4,0,0,922547,0,0,372.8,0,0
3427,in compliance,the catalonian at cherry creek north hoa,180 cook street,80206,1971,portfolio manager,building,Multifamily Housing,multifamily housing,Multi-family Condominium,,63399,2024,90,3472336.1,54.8,3466509.2,54.7,379575.1,379575.1,0,0,2177225.8,0,0,316.4,0,0
3428,in compliance,daniels fund,101 monroe street,80206,2003,portfolio manager,building,Office,parking,Commercial,,26374,2024,0,2674140.9,101.4,2674140.9,101.4,774367.2,774367.1,0,0,32000,0,0,411.3,0,0
3429,in compliance,bromwell elementary,2500 east 4th avenue,80206,1975,portfolio manager,building,K-12 School,k-12 school,Institutional,municipal dps,40992,2024,61,2403601.3,58.6,2394258.2,58.4,294724.9,294724.9,0,0,1398000,0,0,230.2,0,0
3430,in compliance,335 detroit street condominum,335 detroit st,80206,1997,portfolio manager,building,Multifamily Housing,multifamily housing,Multi-family Condominium,,40215,2024,88,2597710.5,64.6,2576861.1,64.1,192434.2,192434.2,0,0,1941125.1,0,0,204.9,0,0
3431,in compliance,bromley commons condominiums,350 n detroit street,80206,1983,portfolio manager,building,Multifamily Housing,multifamily housing,Multi-family Condominium,,44208,2024,88,1667613.3,37.7,1663578.8,37.6,323351.8,323351.7,0,0,564337,0,0,201,0,0
3432,in compliance,345 fillmorecondominiums,345 fillmore street,80206,1985,portfolio manager,building,Multifamily Housing,multifamily housing,Multi-family Condominium,,42598,2024,66,2509380,58.9,2499100,58.7,236878.3,236878.3,0,0,1701151.1,0,0,215.7,0,0
3435,in compliance,"201 steele investments, llc",201 steele st.,80206,1985,portfolio manager,building,Strip Mall,strip mall,Commercial,,26402,2024,0,2312861.8,87.6,2304403.4,87.3,379715.6,379715.6,0,0,1017272,0,0,254.9,0,0
3436,in compliance,251 steele condominiums,251 steele st.,80206,2005,portfolio manager,building,Multifamily Housing,multifamily housing,Multi-family Condominium,,38042,2024,0,1239008.4,32.6,1240186.3,32.6,199093.3,199093.3,0,0,559702,0,0,135,0,0
3437,in compliance,st paul collection-255,255 st. paul street,80206,2018,espm,building,Multifamily Housing,multifamily housing,Commercial,,179904,2024,95,9380455.5,52.1,9345695,51.9,843959.8,843959.8,0,0,6500864.8,0,0,778.5,0,0
